codigo,nombre,descripcion,unidad_de_medida_codigo,vigencia
48239010,Papel para impresión,Papel para impresión,6,S
48239020,Tripas artificiales,Tripas artificiales,6,S
48239091,Exhibidores publicitarios de cartón,Exhibidores publicitarios de cartón,6,S
48239099,Los demás,Los demás,6,S
49011010,Libros,Libros,6,S
49011090,Los demás,Los demás,6,S
49019110,Enciclopedias,Enciclopedias,6,S
49019190,Los demás,Los demás,6,S
49019911,Para enseñanza básica y media,Para enseñanza básica y media,6,S
49019912,Para enseñanza técnico profesional,Para enseñanza técnico profesional,6,S
49019920,"Libros académicos, científicos técnicos","Libros académicos, científicos técnicos",6,S
49019931,De literatura infantil,De literatura infantil,6,S
49019939,Los demás,Los demás,6,S
49019940,Documentación consignada a las Cías. navieras o a sus agentes relativa a los pasajeros y/o a la carg,Documentación consignada a las Cías. navieras o a sus agentes relativa a los pasajeros y/o a la carga transportada en sus naves,6,S
49019991,Manuales técnicos,Manuales técnicos,6,S
49019999,Los demás,Los demás,6,S
49021000,Que se publiquen cuatro veces por semana como mínimo,Que se publiquen cuatro veces por semana como mínimo,6,S
49029010,Revistas de deportes,Revistas de deportes,6,S
49029020,Revistas de modas,Revistas de modas,6,S
49029030,Revistas infantiles,Revistas infantiles,6,S
49029090,Los demás,Los demás,6,S
49030000,"Álbumes o libros de estampas y cuadernos para dibujar o colorear, para niños.","Álbumes o libros de estampas y cuadernos para dibujar o colorear, para niños.",6,S
49040000,"Música manuscrita o impresa, incluso con ilustraciones o encuadernada.","Música manuscrita o impresa, incluso con ilustraciones o encuadernada.",6,S
49051000,Esferas,Esferas,6,S
49059100,En forma de libros o folletos,En forma de libros o folletos,6,S
49059900,Los demás,Los demás,6,S
49060010,Sin carácter comercial ,Sin carácter comercial ,6,S
49060090,Los demás,Los demás,6,S
49070010,Billetes de banco,Billetes de banco,6,S
49070020,Talonarios de cheques de viajeros de establecimientos de ,Talonarios de cheques de viajeros de establecimientos de ,6,S
49070090,Los demás,Los demás,6,S
49081000,Calcomanías vitrificables,Calcomanías vitrificables,6,S
49089000,Las demás,Las demás,6,S
49090010,Tarjetas postales impresas o ilustradas,Tarjetas postales impresas o ilustradas,6,S
49090090,Las demás,Las demás,6,S
49100000,"Calendarios de cualquier clase impresos, incluidos los tacos de calendario.","Calendarios de cualquier clase impresos, incluidos los tacos de calendario.",6,S
49111010,Catálogos comerciales,Catálogos comerciales,6,S
49111020,Impresos publicitarios,Impresos publicitarios,6,S
49111090,Los demás,Los demás,6,S
49119100,"Estampas, grabados y fotografías","Estampas, grabados y fotografías",6,S
49119900,Los demás,Los demás,6,S
50010000,Capullos de seda aptos para el devanado.,Capullos de seda aptos para el devanado.,6,S
50020000,Seda cruda (sin torcer).,Seda cruda (sin torcer).,6,S
50030000,"Desperdicios de seda (incluidos los capullos no aptos para el devanado, desperdicios de hilados e hi","Desperdicios de seda (incluidos los capullos no aptos para el devanado, desperdicios de hilados e hilachas).",6,S
50040000,Hilados de seda (excepto los hilados de desperdicios de seda) sin acondicionar para la venta al por ,Hilados de seda (excepto los hilados de desperdicios de seda) sin acondicionar para la venta al por menor.,6,S
50050000,Hilados de desperdicios de seda sin acondicionar para la venta al por menor.,Hilados de desperdicios de seda sin acondicionar para la venta al por menor.,6,S
50060000,"Hilados de seda o de desperdicios de seda, acondicionados para la venta al por menor; «pelo de Mesin","Hilados de seda o de desperdicios de seda, acondicionados para la venta al por menor; «pelo de Mesina» («crin de Florencia»).",6,S
50071000,Tejidos de borrilla,Tejidos de borrilla,6,S
50072000,"Los demás tejidos con un contenido de seda o de desperdicios de seda, distintos de la borrilla, supe","Los demás tejidos con un contenido de seda o de desperdicios de seda, distintos de la borrilla, superior o igual al 85 % en peso",6,S
50079000,Los demás tejidos,Los demás tejidos,6,S
51011100,Lana esquilada,Lana esquilada,6,S
51011900,Las demás,Las demás,6,S
51012100,Lana esquilada,Lana esquilada,6,S
51012900,Las demás,Las demás,6,S
51013000,Carbonizada,Carbonizada,6,S
51021100,De cabra de Cachemira,De cabra de Cachemira,6,S
51021910,De conejo o liebre,De conejo o liebre,6,S
51021990,Los demás,Los demás,6,S
51022000,Pelo ordinario,Pelo ordinario,6,S
51031000,Borras del peinado de lana o pelo fino ,Borras del peinado de lana o pelo fino ,6,S
51032000,Los demás desperdicios de lana o pelo fino,Los demás desperdicios de lana o pelo fino,6,S
51033000,Desperdicios de pelo ordinario,Desperdicios de pelo ordinario,6,S
51040000,Hilachas de lana o de pelo fino u ordinario. ,Hilachas de lana o de pelo fino u ordinario. ,6,S
51051000,Lana cardada,Lana cardada,6,S
51052100,«Lana peinada a granel»,«Lana peinada a granel»,6,S
51052910,Tops,Tops,6,S
51052990,Las demás,Las demás,6,S
51053100,De cabra de Cachemira,De cabra de Cachemira,6,S
51053900,Los demás,Los demás,6,S
51054000,Pelo ordinario cardado o peinado,Pelo ordinario cardado o peinado,6,S
51061000,Con un contenido de lana superior o igual al 85 % en peso,Con un contenido de lana superior o igual al 85 % en peso,6,S
51062000,Con un contenido de lana inferior al 85 % en peso,Con un contenido de lana inferior al 85 % en peso,6,S
51071000,Con un contenido de lana superior o igual al 85 % en peso,Con un contenido de lana superior o igual al 85 % en peso,6,S
51072000,Con un contenido de lana inferior al 85 % en peso,Con un contenido de lana inferior al 85 % en peso,6,S
51081000,Cardado,Cardado,6,S
51082000,Peinado,Peinado,6,S
51091000,Con un contenido de lana o pelo fino superior o igual al 85 %   en peso ,Con un contenido de lana o pelo fino superior o igual al 85 %   en peso ,6,S
51099000,Los demás,Los demás,6,S
51100000,"Hilados de pelo ordinario o de crin (incluidos los hilados de crin entorchados), aunque estén acondi","Hilados de pelo ordinario o de crin (incluidos los hilados de crin entorchados), aunque estén acondicionados para la venta al por menor. ",6,S
51111100,De peso inferior o igual a 300 g/m²,De peso inferior o igual a 300 g/m²,6,S
51111900,Los demás,Los demás,6,S
51112000,"Los demás, mezclados exclusiva o principalmente con  filamentos sintéticos o artificiales","Los demás, mezclados exclusiva o principalmente con  filamentos sintéticos o artificiales",6,S
51113000,"Los demás, mezclados exclusiva o principalmente con fibras  sintéticas o artificiales discontinuas","Los demás, mezclados exclusiva o principalmente con fibras  sintéticas o artificiales discontinuas",6,S
51119000,Los demás,Los demás,6,S
51121110,De lana,De lana,6,S
51121120,De pelo fino ,De pelo fino ,6,S
51121911,De peso superior a 200 g/m2 pero inferior o igual a 300 g/m2,De peso superior a 200 g/m2 pero inferior o igual a 300 g/m2,6,S
51121919,Los demás,Los demás,6,S
51121920,De pelo fino ,De pelo fino ,6,S
51122010,De lana,De lana,6,S
51122020,De pelo fino ,De pelo fino ,6,S
51123010,De lana,De lana,6,S
51123020,De pelo fino ,De pelo fino ,6,S
51129010,De lana,De lana,6,S
51129020,De pelo fino ,De pelo fino ,6,S
51130000,Tejidos de pelo ordinario o  crin.,Tejidos de pelo ordinario o  crin.,6,S
52010000,Algodón sin cardar ni peinar.,Algodón sin cardar ni peinar.,6,S
52021000,Desperdicios de hilados,Desperdicios de hilados,6,S
52029100,Hilachas ,Hilachas ,6,S
52029900,Los demás,Los demás,6,S
52030000,Algodón cardado o peinado.,Algodón cardado o peinado.,6,S
52041100,Con un contenido de algodón superior o igual al 85 % en   peso,Con un contenido de algodón superior o igual al 85 % en   peso,6,S
52041900,Los demás,Los demás,6,S
52042000,Acondicionado para la venta al por menor ,Acondicionado para la venta al por menor ,6,S
52051100,"De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14) ","De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14) ",6,S
52051200,"De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métri","De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o   igual al número métrico 43)",6,S
52051300,"De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métri","De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o  igual al número métrico 52) ",6,S
52051400,"De título inferior a 192,31 decitex pero superior o igual a 125  decitex (superior al número métrico","De título inferior a 192,31 decitex pero superior o igual a 125  decitex (superior al número métrico 52 pero inferior o igual al  número métrico 80) ",6,S
52051500,De título inferior a 125 decitex (superior al número métrico   80),De título inferior a 125 decitex (superior al número métrico   80),6,S
52052100,"De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14) ","De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14) ",6,S
52052200,"De título inferior a 714,29 decitex pero superior o igual a  232,56 decitex (superior al número métr","De título inferior a 714,29 decitex pero superior o igual a  232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43)",6,S
52052300,"De título inferior a 232,56 decitex pero superior o igual a  192,31 decitex (superior al número métr","De título inferior a 232,56 decitex pero superior o igual a  192,31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52) ",6,S
52052400,"De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico ","De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al  número métrico 80) ",6,S
52052600,"De título inferior a 125 decitex pero superior o igual a 106,38 decitex (superior al número métrico ","De título inferior a 125 decitex pero superior o igual a 106,38 decitex (superior al número métrico 80 pero inferior o igual al  número métrico 94)",6,S
52052700,"De título inferior a 106,38 decitex pero superior o igual a  83,33 decitex (superior al número métri","De título inferior a 106,38 decitex pero superior o igual a  83,33 decitex (superior al número métrico 94 pero inferior o  igual al número métrico 120) ",6,S
52052800,"De título inferior a 83,33 decitex (superior al número métrico  120)","De título inferior a 83,33 decitex (superior al número métrico  120)",6,S
52053100,"De título superior o igual a 714,29 decitex por hilo sencillo  (inferior o igual al número métrico 1","De título superior o igual a 714,29 decitex por hilo sencillo  (inferior o igual al número métrico 14 por hilo sencillo)",6,S
52053200,"De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (super","De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo  sencillo)",6,S
52053300,"De título inferior a 232,56 decitex pero superior o igual a   192,31 decitex, por hilo sencillo (sup","De título inferior a 232,56 decitex pero superior o igual a   192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo   sencillo)",6,S
52053400,"De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior","De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero  inferior o igual al número métrico 80, por hilo sencillo)",6,S
52053500,De título inferior a 125 decitex por hilo sencillo (superior al  número métrico 80 por hilo sencillo,De título inferior a 125 decitex por hilo sencillo (superior al  número métrico 80 por hilo sencillo),6,S
52054100,"De título superior o igual a 714,29 decitex por hilo sencillo  (inferior o igual al número métrico 1","De título superior o igual a 714,29 decitex por hilo sencillo  (inferior o igual al número métrico 14 por hilo sencillo)",6,S
52054200,"De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (super","De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo  sencillo)",6,S
52054300,"De título inferior a 232,56 decitex pero superior o igual a  192,31 decitex, por hilo sencillo (supe","De título inferior a 232,56 decitex pero superior o igual a  192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo  sencillo)",6,S
52054400,"De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior","De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo)",6,S
52054600,"De título inferior a 125 decitex pero superior o igual a 106,38 decitex, por hilo sencillo (superior","De título inferior a 125 decitex pero superior o igual a 106,38 decitex, por hilo sencillo (superior al número métrico 80 pero inferior o igual al número métrico 94, por hilo sencillo)",6,S
52054700,"De título inferior a 106,38 decitex pero superior o igual a 83,33 decitex, por hilo sencillo (superi","De título inferior a 106,38 decitex pero superior o igual a 83,33 decitex, por hilo sencillo (superior al número métrico 94 pero inferior o igual al número métrico 120, por   hilo sencillo)",6,S
52054800,"De título inferior a 83,33 decitex por hilo sencillo (superior al número métrico 120 por hilo sencil","De título inferior a 83,33 decitex por hilo sencillo (superior al número métrico 120 por hilo sencillo)",6,S
52061100,"De título superior o igual a 714,29 decitex (inferior o igual al  número métrico 14) ","De título superior o igual a 714,29 decitex (inferior o igual al  número métrico 14) ",6,S
52061200,"De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métri","De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43)",6,S
52061300,"De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métri","De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o  igual al número métrico 52) ",6,S
52061400,"De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico ","De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al  número métrico 80) ",6,S
52061500,De título inferior a 125 decitex (superior al número métrico 80),De título inferior a 125 decitex (superior al número métrico 80),6,S
52062100,"De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14) ","De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14) ",6,S
52062200,"De título inferior a 714,29 decitex pero superior o igual a   232,56 decitex (superior al número mét","De título inferior a 714,29 decitex pero superior o igual a   232,56 decitex (superior al número métrico 14 pero inferior o  igual al número métrico 43)",6,S
52062300,"De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métri","De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o  igual al número métrico 52) ",6,S
52062400,"De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico ","De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al   número métrico 80) ",6,S
52062500,De título inferior a 125 decitex (superior al número métrico   80),De título inferior a 125 decitex (superior al número métrico   80),6,S
52063100,"De título superior o igual a 714,29 decitex por hilo sencillo   (inferior o igual al número métrico ","De título superior o igual a 714,29 decitex por hilo sencillo   (inferior o igual al número métrico 14 por hilo sencillo)",6,S
52063200,"De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (super","De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico  14 pero inferior o igual al número métrico 43, por hilo    sencillo)",6,S
52063300,"De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (super","De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo)",6,S
52063400,"De título inferior a 192,31 decitex pero superior o igual a 125  decitex, por hilo sencillo (superio","De título inferior a 192,31 decitex pero superior o igual a 125  decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo)",6,S
52063500,De título inferior a 125 decitex por hilo sencillo (superior al  número métrico 80 por hilo sencillo,De título inferior a 125 decitex por hilo sencillo (superior al  número métrico 80 por hilo sencillo),6,S
52064100,"De título superior o igual a 714,29 decitex por hilo sencillo  (inferior o igual al número métrico 1","De título superior o igual a 714,29 decitex por hilo sencillo  (inferior o igual al número métrico 14 por hilo sencillo)",6,S
52064200,"De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (super","De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico  14 pero inferior o igual al número métrico 43, por hilo   sencillo)",6,S
52064300,"De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (super","De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo  sencillo)",6,S
52064400,"De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior","De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero  inferior o igual al número métrico 80, por hilo sencillo)",6,S
52064500,De título inferior a 125 decitex por hilo sencillo (superior al  número métrico 80 por hilo sencillo,De título inferior a 125 decitex por hilo sencillo (superior al  número métrico 80 por hilo sencillo),6,S
52071000,Con un contenido de algodón superior o igual al 85 % en peso,Con un contenido de algodón superior o igual al 85 % en peso,6,S
52079000,Los demás,Los demás,6,S
52081100,"De ligamento tafetán, de peso inferior o igual a 100 g/m²","De ligamento tafetán, de peso inferior o igual a 100 g/m²",6,S
52081200,"De ligamento tafetán, de peso superior a 100 g/m²","De ligamento tafetán, de peso superior a 100 g/m²",6,S
52081300,"De ligamento sarga, incluido el cruzado, de curso inferior o    igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o    igual a 4",6,S
52081900,Los demás tejidos,Los demás tejidos,6,S
52082100,"De ligamento tafetán, de peso inferior o igual a 100 g/m²","De ligamento tafetán, de peso inferior o igual a 100 g/m²",6,S
52082200,"De ligamento tafetán, de peso superior a 100 g/m²","De ligamento tafetán, de peso superior a 100 g/m²",6,S
52082300,"De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4",6,S
52082900,Los demás tejidos,Los demás tejidos,6,S
52083100,"De ligamento tafetán, de peso inferior o igual a 100 g/m²","De ligamento tafetán, de peso inferior o igual a 100 g/m²",6,S
52083200,"De ligamento tafetán, de peso superior a 100 g/m²","De ligamento tafetán, de peso superior a 100 g/m²",6,S
52083300,"De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4",6,S
52083900,Los demás tejidos,Los demás tejidos,6,S
52084100,"De ligamento tafetán, de peso inferior o igual a 100 g/m²","De ligamento tafetán, de peso inferior o igual a 100 g/m²",6,S
52084200,"De ligamento tafetán, de peso superior a 100 g/m²","De ligamento tafetán, de peso superior a 100 g/m²",6,S
52084300,"De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4",6,S
52084900,Los demás tejidos,Los demás tejidos,6,S
52085100,"De ligamento tafetán, de peso inferior o igual a 100 g/m²","De ligamento tafetán, de peso inferior o igual a 100 g/m²",6,S
52085200,"De ligamento tafetán, de peso superior a 100 g/m²","De ligamento tafetán, de peso superior a 100 g/m²",6,S
52085900,Los demás tejidos,Los demás tejidos,6,S
52091100,De ligamento tafetán,De ligamento tafetán,6,S
52091200,"De ligamento sarga, incluido el cruzado, de curso inferior o  igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o  igual a 4",6,S
52091900,Los demás tejidos,Los demás tejidos,6,S
52092100,De ligamento tafetán,De ligamento tafetán,6,S
52092200,"De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4",6,S
52092900,Los demás tejidos,Los demás tejidos,6,S
52093100,De ligamento tafetán,De ligamento tafetán,6,S
52093200,"De ligamento sarga, incluido el cruzado , de curso inferior o  igual a 4","De ligamento sarga, incluido el cruzado , de curso inferior o  igual a 4",6,S
52093900,Los demás tejidos,Los demás tejidos,6,S
52094100,De ligamento tafetán,De ligamento tafetán,6,S
52094210,De peso superior a 200 g/m2 pero inferior o igual a 400 g/m2,De peso superior a 200 g/m2 pero inferior o igual a 400 g/m2,6,S
52094290,Los demás,Los demás,6,S
52094300,"Los demás tejidos de ligamento sarga, incluido el cruzado,  de curso inferior o igual a 4","Los demás tejidos de ligamento sarga, incluido el cruzado,  de curso inferior o igual a 4",6,S
52094900,Los demás tejidos,Los demás tejidos,6,S
52095100,De ligamento tafetán,De ligamento tafetán,6,S
52095200,"De ligamento sarga, incluido el cruzado, de curso inferior o  igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o  igual a 4",6,S
52095900,Los demás tejidos,Los demás tejidos,6,S
52101100,De ligamento tafetán,De ligamento tafetán,6,S
52101900,Los demás tejidos,Los demás tejidos,6,S
52102100,De ligamento tafetán,De ligamento tafetán,6,S
52102900,Los demás tejidos,Los demás tejidos,6,S
52103100,De ligamento tafetán,De ligamento tafetán,6,S
52103200,"De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4",6,S
52103900,Los demás tejidos,Los demás tejidos,6,S
52104100,De ligamento tafetán,De ligamento tafetán,6,S
52104900,Los demás tejidos,Los demás tejidos,6,S
52105100,De ligamento tafetán,De ligamento tafetán,6,S
52105900,Los demás tejidos,Los demás tejidos,6,S
52111100,De ligamento tafetán,De ligamento tafetán,6,S
52111200,"De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4",6,S
52111900,Los demás tejidos,Los demás tejidos,6,S
52112000,Blanqueados,Blanqueados,6,S
52113100,De ligamento tafetán,De ligamento tafetán,6,S
52113200,"De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o   igual a 4",6,S
52113900,Los demás tejidos,Los demás tejidos,6,S
52114100,De ligamento tafetán,De ligamento tafetán,6,S
52114200,Tejidos de mezclilla («denim»),Tejidos de mezclilla («denim»),6,S
52114300,"Los demás tejidos de ligamento sarga, incluido el cruzado,  de curso inferior o igual a 4 ","Los demás tejidos de ligamento sarga, incluido el cruzado,  de curso inferior o igual a 4 ",6,S
52114900,Los demás tejidos,Los demás tejidos,6,S
52115100,De ligamento tafetán,De ligamento tafetán,6,S
52115200,"De ligamento sarga, incluido el cruzado, de curso inferior o  igual a 4","De ligamento sarga, incluido el cruzado, de curso inferior o  igual a 4",6,S
52115900,Los demás tejidos,Los demás tejidos,6,S
52121100,Crudos ,Crudos ,6,S
52121200,Blanqueados ,Blanqueados ,6,S
52121300,Teñidos ,Teñidos ,6,S
52121400,Con hilados de distintos colores,Con hilados de distintos colores,6,S
52121500,Estampados,Estampados,6,S
52122100,Crudos ,Crudos ,6,S
52122200,Blanqueados ,Blanqueados ,6,S
52122300,Teñidos ,Teñidos ,6,S
52122400,Con hilados de distintos colores,Con hilados de distintos colores,6,S
52122500,Estampados,Estampados,6,S
53011000,Lino en bruto o enriado,Lino en bruto o enriado,6,S
53012100,Agramado o espadado,Agramado o espadado,6,S
53012900,Los demás,Los demás,6,S
53013000,Estopas y desperdicios de lino,Estopas y desperdicios de lino,6,S
53021000,Cáñamo en bruto o enriado,Cáñamo en bruto o enriado,6,S
53029000,Los demás,Los demás,6,S
53031000,"Yute y demás fibras textiles del líber, en bruto o enriados","Yute y demás fibras textiles del líber, en bruto o enriados",6,S
53039000,Los demás,Los demás,6,S
53050000,"Coco, abacá (cáñamo de Manila (Musa textilis Nee)), ramio y demás fibras textiles vegetales no expre","Coco, abacá (cáñamo de Manila (Musa textilis Nee)), ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otra parte, en bruto o trabajadas, pero sin hilar; estopas y desperdicios d",6,S
53061000,Sencillos,Sencillos,6,S
53062000,Retorcidos o cableados ,Retorcidos o cableados ,6,S
53071000,Sencillos,Sencillos,6,S
53072000,Retorcidos o cableados ,Retorcidos o cableados ,6,S
53081000,Hilados de coco,Hilados de coco,6,S
53082000,Hilados de cáñamo,Hilados de cáñamo,6,S
53089000,Los demás,Los demás,6,S
53091100,Crudos o blanqueados,Crudos o blanqueados,6,S
53091910,"Teñidos, de peso inferior o igual a 200 g/m2","Teñidos, de peso inferior o igual a 200 g/m2",6,S
53091920,"Teñidos, de peso superior a 200 g/m2","Teñidos, de peso superior a 200 g/m2",6,S
53091930,"Con hilados de distintos colores, de peso inferior o igual a 200 g/m2","Con hilados de distintos colores, de peso inferior o igual a 200 g/m2",6,S
53091940,"Con hilados de distintos colores, de peso superior a 200 g/m2","Con hilados de distintos colores, de peso superior a 200 g/m2",6,S
53091950,"Estampados, de peso inferior o igual a 200 g/m2","Estampados, de peso inferior o igual a 200 g/m2",6,S
53091960,"Estampados, de peso superior a 200 g/m2","Estampados, de peso superior a 200 g/m2",6,S
53092100,Crudos o blanqueados ,Crudos o blanqueados ,6,S
53092910,"Teñidos, de peso inferior o igual a 200 g/m2","Teñidos, de peso inferior o igual a 200 g/m2",6,S
53092920,"Teñidos, de peso superior a 200 g/m2","Teñidos, de peso superior a 200 g/m2",6,S
53092930,"Con hilados de distintos colores, de peso inferior o igual a 200 g/m2","Con hilados de distintos colores, de peso inferior o igual a 200 g/m2",6,S
53092940,"Con hilados de distintos colores, de peso superior a 200 g/m2","Con hilados de distintos colores, de peso superior a 200 g/m2",6,S
53092950,"Estampados, de peso inferior o igual a 200 g/m2","Estampados, de peso inferior o igual a 200 g/m2",6,S
53092960,"Estampados, de peso superior a 200 g/m2","Estampados, de peso superior a 200 g/m2",6,S
53101000,Crudos  ,Crudos  ,6,S
53109000,Los demás,Los demás,6,S
53110000,Tejidos de las demás fibras textiles vegetales; tejidos de hilados de papel.,Tejidos de las demás fibras textiles vegetales; tejidos de hilados de papel.,6,S
54011010,De poliamidas,De poliamidas,6,S
54011020,De poliuretanos,De poliuretanos,6,S
54011030,De poliésteres,De poliésteres,6,S
54011090,Los demás,Los demás,6,S
54012000,De filamentos artificiales,De filamentos artificiales,6,S
54021100,De aramidas,De aramidas,6,S
54021900,Los demás,Los demás,6,S
54022000,Hilados de alta tenacidad de poliésteres,Hilados de alta tenacidad de poliésteres,6,S
54023100,"De nailon o demás poliamidas, de título inferior o igual a 50 tex  por hilo sencillo","De nailon o demás poliamidas, de título inferior o igual a 50 tex  por hilo sencillo",6,S
54023200,"De nailon o demás poliamidas, de título superior a 50 tex por  hilo sencillo","De nailon o demás poliamidas, de título superior a 50 tex por  hilo sencillo",6,S
54023300,De poliésteres,De poliésteres,6,S
54023400,De polipropileno,De polipropileno,6,S
54023910,De poliuretanos,De poliuretanos,6,S
54023990,Los demás,Los demás,6,S
54024400,De elastómeros,De elastómeros,6,S
54024500,"Los demás, de nailon o demás poliamidas","Los demás, de nailon o demás poliamidas",6,S
54024600,"Los demás, de poliésteres parcialmente orientados","Los demás, de poliésteres parcialmente orientados",6,S
54024700,"Los demás, de poliésteres","Los demás, de poliésteres",6,S
54024800,"Los demás, de polipropileno ","Los demás, de polipropileno ",6,S
54024920,De poliuretanos,De poliuretanos,6,S
54024990,Los demás,Los demás,6,S
54025100,De nailon o demás poliamidas,De nailon o demás poliamidas,6,S
54025200,De poliésteres,De poliésteres,6,S
54025910,De poliuretanos ,De poliuretanos ,6,S
54025990,Los demás,Los demás,6,S
54026100,De nailon o demás poliamidas,De nailon o demás poliamidas,6,S
54026200,De poliésteres,De poliésteres,6,S
54026910,De poliuretanos ,De poliuretanos ,6,S
54026990,Los demás,Los demás,6,S
54031000,Hilados de alta tenacidad de rayón viscosa ,Hilados de alta tenacidad de rayón viscosa ,6,S
54033100,"De rayón viscosa, sin torsión o con una torsión inferior o igual  a 120 vueltas por metro","De rayón viscosa, sin torsión o con una torsión inferior o igual  a 120 vueltas por metro",6,S
54033200,"De rayón viscosa, con una torsión superior a 120 vueltas por metro","De rayón viscosa, con una torsión superior a 120 vueltas por metro",6,S
54033300,De acetato de celulosa,De acetato de celulosa,6,S
54033900,Los demás,Los demás,6,S
54034100,De rayón viscosa,De rayón viscosa,6,S
54034200,De acetato de celulosa,De acetato de celulosa,6,S
54034900,Los demás,Los demás,6,S
54041100,De elastómeros,De elastómeros,6,S
54041200,"Los demás, de polipropileno","Los demás, de polipropileno",6,S
54041900,Los demás,Los demás,6,S
54049000,Las demás,Las demás,6,S
